"id","ville_code_postal","ville_nom","ville_departement","lng","lat","pays","departement_id"
"1","01190","OZAN","01","4.91667","46.3833","FR","1"
"2","01290","CORMORANCHE-SUR-SAONE","01","4.83333","46.2333","FR","1"
"3","01130","PLAGNE","01","5.73333","46.1833","FR","1"
"4","01250","TOSSIAT","01","5.31667","46.1333","FR","1"
"5","01250","POUILLAT","01","5.43333","46.3333","FR","1"
"6","01230","TORCIEU","01","5.4","45.9167","FR","1"
"7","01620","REPLONGES","01","4.88333","46.3","FR","1"
"8","01110","CORCELLES","01","5.58333","46.0333","FR","1"
"9","01630","PERON","01","5.93333","46.2","FR","1"
"10","01990","RELEVANT","01","4.95","46.0833","FR","1"
"11","01660","CHAVEYRIAT","01","5.06667","46.1833","FR","1"
"12","01150","VAUX-EN-BUGEY","01","5.35","45.9167","FR","1"
"13","01430","MAILLAT","01","5.55","46.1333","FR","1"
"14","01800","FARAMANS","01","5.11667","45.9","FR","1"
"15","01350","BEON","01","5.75","45.8333","FR","1"
"16","01600","SAINT-BERNARD","01","4.73723","45.945","FR","1"
"17","01510","ROSSILLON","01","5.6","45.8333","FR","1"
"18","01160","PONT-D'AIN","01","5.33333","46.05","FR","1"
"19","01460","NANTUA","01","5.61667","46.15","FR","1"
"20","01190","CHAVANNES-SUR-REYSSOUZE","01","5","46.4333","FR","1"
"21","01400","NEUVILLE-LES-DAMES","01","5","46.1667","FR","1"
"22","01350","FLAXIEU","01","5.73333","45.8167","FR","1"
"23","01260","HOTONNES","01","5.68333","46","FR","1"
"24","01150","SAINT-SORLIN-EN-BUGEY","01","5.36667","45.8833","FR","1"
"25","01260","SONGIEU","01","5.7","45.9667","FR","1"
"26","01260","VIRIEU-LE-PETIT","01","5.71667","45.9","FR","1"
"27","01500","SAINT-DENIS-EN-BUGEY","01","5.33333","45.95","FR","1"
"28","01800","CHARNOZ-SUR-AIN","01","5.21667","45.8667","FR","1"
"29","01150","CHAZEY-SUR-AIN","01","5.25","45.9","FR","1"
"30","01680","MARCHAMP","01","5.55","45.7833","FR","1"
"31","01350","CULOZ","01","5.78333","45.85","FR","1"
"32","01560","MANTENAY-MONTLIN","01","5.08333","46.4167","FR","1"
"33","01851","MARBOZ","01","5.25","46.3333","FR","1"
"34","01340","FOISSIAT","01","5.18333","46.3667","FR","1"
"35","01370","TREFFORT-CUISIAT","01","5.36834","46.2714","FR","1"
"36","01300","IZIEU","01","5.63333","45.65","FR","1"
"37","01370","SAINT-ETIENNE-DU-BOIS","01","5.28333","46.2833","FR","1"
"38","01110","HAUTEVILLE-LOMPNES","01","5.6","45.9667","FR","1"
"39","01990","SAINT-TRIVIER-SUR-MOIGNANS","01","4.9","46.0667","FR","1"
"40","01430","PEYRIAT","01","5.51667","46.15","FR","1"
"41","01230","EVOSGES","01","5.5","45.9583","FR","1"
"42","01450","PONCIN","01","5.4","46.0833","FR","1"
"43","01320","CRANS","01","5.21667","45.9667","FR","1"
"44","01460","MONTREAL-LA-CLUSE","01","5.57084","46.1867","FR","1"
"45","01230","CLEYZIEU","01","5.43333","45.9","FR","1"
"46","01260","LOMPNIEU","01","5.65","45.9667","FR","1"
"47","01250","VILLEREVERSURE","01","5.38333","46.1833","FR","1"
"48","01160","SAINT-MARTIN-DU-MONT","01","5.33333","46.1","FR","1"
"49","01630","SAINT-GENIS-POUILLY","01","6.01667","46.25","FR","1"
"50","01450","BOLOZON","01","5.48333","46.2","FR","1"
"51","01310","CONFRANCON","01","5.06667","46.2667","FR","1"
"52","01260","LOCHIEU","01","5.71667","45.9333","FR","1"
"53","01400","CHANOZ-CHATENAY","01","5.03333","46.1833","FR","1"
"54","01150","VILLEBOIS","01","5.43333","45.85","FR","1"
"55","01430","CEIGNES","01","5.5","46.1167","FR","1"
"56","01140","SAINT-DIDIER-SUR-CHALARONNE","01","4.81667","46.1667","FR","1"
"57","01250","REVONNAS","01","5.33333","46.1667","FR","1"
"58","01800","BOURG-SAINT-CHRISTOPHE","01","5.16667","45.8833","FR","1"
"59","01400","CONDEISSIAT","01","5.08333","46.1667","FR","1"
"60","01270","PIRAJOUX","01","5.3","46.3833","FR","1"
"61","01320","CHALAMONT","01","5.16667","46","FR","1"
"62","01330","LE PLANTAY","01","5.08333","46.0167","FR","1"
"63","01330","VERSAILLEUX","01","5.1","45.9833","FR","1"
"64","01250","MONTAGNAT","01","5.28333","46.1667","FR","1"
"65","01260","VIEU","01","5.68333","45.9","FR","1"
"66","01390","SAINT-ANDRE-DE-CORCY","01","4.95","45.9167","FR","1"
"67","01360","BRESSOLLES","01","5.1","45.8667","FR","1"
"68","01960","PERONNAS","01","5.2","46.1833","FR","1"
"69","01300","COLOMIEU","01","5.61667","45.7333","FR","1"
"70","01390","MONTHIEUX","01","4.93333","45.95","FR","1"
"71","01560","SAINT-JEAN-SUR-REYSSOUZE","01","5.06667","46.4","FR","1"
"72","01140","GARNERANS","01","4.83333","46.2","FR","1"
"73","01340","MONTREVEL-EN-BRESSE","01","5.13333","46.3333","FR","1"
"74","01230","CONAND","01","5.46667","45.8833","FR","1"
"75","01450","CHALLES-LA-MONTAGNE","01","5.46667","46.1333","FR","1"
"76","01140","MOGNENEINS","01","4.81667","46.1333","FR","1"
"77","01140","THOISSEY","01","4.8","46.1667","FR","1"
"78","01480","CHALEINS","01","4.8","46.0333","FR","1"
"79","01160","NEUVILLE-SUR-AIN","01","5.36667","46.0833","FR","1"
"80","01120","THIL","01","5.01667","45.8167","FR","1"
"81","01640","JUJURIEUX","01","5.41667","46.0333","FR","1"
"82","01230","ONCIEU","01","5.46667","45.95","FR","1"
"83","01090","LURCY","01","4.76667","46.0667","FR","1"
"84","01360","BALAN","01","5.1","45.8333","FR","1"
"85","01500","AMBUTRIX","01","5.33333","45.9333","FR","1"
"86","01120","SAINTE-CROIX","01","5.05195","45.8942","FR","1"
"87","01150","BLYES","01","5.25","45.85","FR","1"
"88","01300","CONZIEU","01","5.6","45.7333","FR","1"
"89","01120","NIEVROZ","01","5.06667","45.8333","FR","1"
"90","01460","NURIEUX-VOLOGNAT","01","5.52667","46.1856","FR","1"
"91","01300","AMBLEON","01","5.6","45.75","FR","1"
"92","01800","SAINT-MAURICE-DE-GOURDANS","01","5.2","45.8167","FR","1"
"93","01200","CHEZERY-FORENS","01","5.88333","46.2167","FR","1"
"94","01150","SAULT-BRENAZ","01","5.41667","45.85","FR","1"
"95","01300","MURS-ET-GELIGNIEUX","01","5.66667","45.6333","FR","1"
"96","01260","LE PETIT-ABERGEMENT","01","5.65","46.0333","FR","1"
"97","01560","CORMOZ","01","5.23333","46.45","FR","1"
"98","01510","SAINT-MARTIN-DE-BAVEL","01","5.68333","45.85","FR","1"
"99","01560","SAINT-TRIVIER-DE-COURTES","01","5.08333","46.4667","FR","1"
"100","01640","BOYEUX-SAINT-JEROME","01","5.46667","46.0333","FR","1"
"101","01500","CHATEAU-GAILLARD","01","5.3","45.9667","FR","1"
"102","01300","PREMEYZEL","01","5.65","45.6833","FR","1"
"103","01230","ARANDAS","01","5.48333","45.9","FR","1"
"104","01320","CHATENAY","01","5.2","46.0333","FR","1"
"105","01680","INNIMOND","01","5.56667","45.7833","FR","1"
"106","01190","BOZ","01","4.9","46.4","FR","1"
"107","01470","BRIORD","01","5.46667","45.7833","FR","1"
"108","01600","REYRIEUX","01","4.81667","45.9333","FR","1"
"109","01580","MATAFELON-GRANGES","01","5.56667","46.2667","FR","1"
"110","01250","DROM","01","5.36667","46.2167","FR","1"
"111","01200","CHATILLON-EN-MICHAILLE","01","5.78333","46.1333","FR","1"
"112","01310","POLLIAT","01","5.13333","46.25","FR","1"
"113","01170","VESANCY","01","6.08333","46.35","FR","1"
"114","01600","MASSIEUX","01","4.83333","45.9167","FR","1"
"115","01380","SAINT-CYR-SUR-MENTHON","01","4.98333","46.2667","FR","1"
"116","01450","SERRIERES-SUR-AIN","01","5.45","46.15","FR","1"
"117","01230","NIVOLLET-MONTGRIFFON","01","5.43333","45.9833","FR","1"
"118","01580","IZERNORE","01","5.55","46.2167","FR","1"
"119","01320","SAINT-NIZIER-LE-DESERT","01","5.15","46.05","FR","1"
"120","01090","GUEREINS","01","4.78333","46.1","FR","1"
"121","01140","ILLIAT","01","4.88333","46.1833","FR","1"
"122","01160","LA TRANCLIERE","01","5.26667","46.1167","FR","1"
"123","01600","SAINT-DIDIER-DE-FORMANS","01","4.78333","45.95","FR","1"
"124","01450","MERIGNAT","01","5.43333","46.0667","FR","1"
"125","01800","SAINT-ELOI","01","5.15","45.9333","FR","1"
"126","01240","LA CHAPELLE-DU-CHATELARD","01","5.03333","46.0667","FR","1"
"127","01800","SAINT-JEAN-DE-NIOST","01","5.21667","45.8333","FR","1"
"128","01480","SAVIGNEUX","01","4.85","46","FR","1"
"129","01300","NATTAGES","01","5.76667","45.7333","FR","1"
"130","01300","SAINT-BENOIT","01","5.58333","45.7","FR","1"
"131","01500","DOUVRES","01","5.36667","45.9833","FR","1"
"132","01090","FRANCHELEINS","01","4.8","46.0667","FR","1"
"133","01590","DORTAN","01","5.66667","46.3167","FR","1"
"134","01300","SAINT-GERMAIN-LES-PAROISSES","01","5.61667","45.7667","FR","1"
"135","01700","MIRIBEL","01","4.95306","45.8245","FR","1"
"136","01200","LANCRANS","01","5.83333","46.1333","FR","1"
"137","01170","ECHENEVEX","01","6.03333","46.3167","FR","1"
"138","01290","SAINT-JEAN-SUR-VEYLE","01","4.91667","46.25","FR","1"
"139","01200","BILLIAT","01","5.78333","46.0667","FR","1"
"140","01640","L'ABERGEMENT-DE-VAREY","01","5.41667","46","FR","1"
"141","01480","VILLENEUVE","01","4.83667","46.0212","FR","1"
"142","01330","VILLARS-LES-DOMBES","01","5.01667","46","FR","1"
"143","01110","THEZILLIEU","01","5.6","45.8833","FR","1"
"144","01190","SAINT-ETIENNE-SUR-REYSSOUZE","01","5","46.4","FR","1"
"145","01150","SOUCLIN","01","5.41667","45.8667","FR","1"
"146","01250","SAINT-JUST","01","5.28","46.1903","FR","1"
"147","01390","CIVRIEUX","01","4.88333","45.9167","FR","1"
"148","01230","ARGIS","01","5.48333","45.9333","FR","1"
"149","01510","TALISSIEU","01","5.71667","45.8667","FR","1"
"150","01330","BIRIEUX","01","5.03333","45.95","FR","1"
"151","01540","SAINT-JULIEN-SUR-VEYLE","01","4.95","46.2","FR","1"
"152","01710","THOIRY","01","5.97973","46.2364","FR","1"
"153","01290","LAIZ","01","4.88333","46.25","FR","1"
"154","01350","CRESSIN-ROCHEFORT","01","5.76667","45.7667","FR","1"
"155","01300","SAINT-CHAMP","01","5.73333","45.7833","FR","1"
"156","01400","SAINT-GEORGES-SUR-RENON","01","5.03333","46.1","FR","1"
"157","01430","LANTENAY","01","5.53333","46.05","FR","1"
"158","01560","VERNOUX","01","5.11667","46.4833","FR","1"
"159","01110","CORMARANCHE-EN-BUGEY","01","5.6","45.95","FR","1"
"160","01600","SAINTE-EUPHEMIE","01","4.78333","45.9667","FR","1"
"161","01270","BEAUPONT","01","5.26667","46.4","FR","1"
"162","01300","BRENS","01","5.69473","45.7187","FR","1"
"163","01250","RAMASSE","01","5.35","46.2","FR","1"
"164","01220","DIVONNE-LES-BAINS","01","6.13333","46.3667","FR","1"
"165","01200","LEAZ","01","5.88333","46.1","FR","1"
"166","01200","VILLES","01","5.78333","46.0833","FR","1"
"167","01560","SAINT-JULIEN-SUR-REYSSOUZE","01","5.11667","46.4","FR","1"
"168","01680","GROSLEE","01","5.56667","45.7167","FR","1"
"169","01660","VANDEINS","01","5.08333","46.2167","FR","1"
"170","01270","VERJON","01","5.35","46.35","FR","1"
"171","01240","SAINT-ANDRE-SUR-VIEUX-JONC","01","5.06667","46.15","FR","1"
"172","01290","SAINT-ANDRE-D'HUIRIAT","01","4.91667","46.2167","FR","1"
"173","01220","GRILLY","01","6.11667","46.3333","FR","1"
"174","01170","CESSY","01","6.06667","46.3167","FR","1"
"175","01510","ORDONNAZ","01","5.53333","45.8333","FR","1"
"176","01560","VESCOURS","01","5.03333","46.4667","FR","1"
"177","01370","MEILLONNAS","01","5.35","46.25","FR","1"
"178","01100","GEOVREISSET","01","5.6","46.25","FR","1"
"179","01350","CEYZERIEU","01","5.73333","45.8333","FR","1"
"180","01460","BEARD-GEOVREISSIAT","01","5.56667","46.2","FR","1"
"181","01510","LA BURBANCHE","01","5.56667","45.85","FR","1"
"182","01540","PERREX","01","4.98333","46.2333","FR","1"
"183","01270","VILLEMOTIER","01","5.31667","46.35","FR","1"
"184","01250","JASSERON","01","5.33333","46.2167","FR","1"
"185","01250","CORVEISSIAT","01","5.48333","46.2333","FR","1"
"186","01250","JOURNANS","01","5.33333","46.15","FR","1"
"187","01190","SERMOYER","01","4.98333","46.5","FR","1"
"188","01130","CHARIX","01","5.68333","46.1833","FR","1"
"189","01300","ARBIGNIEU","01","5.65","45.7333","FR","1"
"190","01450","LEYSSARD","01","5.46667","46.1667","FR","1"
"191","01390","SAINT-JEAN-DE-THURIGNEUX","01","4.88333","45.95","FR","1"
"192","01480","FRANS","01","4.78333","45.9833","FR","1"
"193","01230","TENAY","01","5.5","45.9167","FR","1"
"194","01380","BAGE-LA-VILLE","01","4.95","46.3167","FR","1"
"195","01090","MONTMERLE-SUR-SAONE","01","4.76667","46.0833","FR","1"
"196","01370","COURMANGOUX","01","5.36667","46.3333","FR","1"
"197","01990","BANEINS","01","4.9","46.1167","FR","1"
"198","01150","LAGNIEU","01","5.35","45.9","FR","1"
"199","01340","ATTIGNAT","01","5.16667","46.2833","FR","1"
"200","01380","SAINT-ANDRE-DE-BAGE","01","4.91667","46.3","FR","1"
"201","01190","PONT-DE-VAUX","01","4.93333","46.4333","FR","1"
"202","01500","AMBERIEU-EN-BUGEY","01","5.35","45.95","FR","1"
"203","01140","PEYZIEUX-SUR-SAONE","01","4.81667","46.1167","FR","1"
"204","01170","CROZET","01","6.01251","46.2806","FR","1"
"205","01420","SEYSSEL","01","5.83194","45.9597","FR","1"
"206","01700","BEYNOST","01","5","45.8333","FR","1"
"207","01210","VERSONNEX","01","6.09723","46.3023","FR","1"
"208","01620","SAINT-LAURENT-SUR-SAONE","01","4.83333","46.3","FR","1"
"209","01510","ARTEMARE","01","5.7","45.8667","FR","1"
"210","01310","MONTRACOL","01","5.11667","46.1833","FR","1"
"211","01300","PARVES","01","5.75","45.75","FR","1"
"212","01510","PUGIEU","01","5.65","45.8167","FR","1"
"213","01510","VIRIEU-LE-GRAND","01","5.65","45.85","FR","1"
"214","01310","SAINT-REMY","01","5.16667","46.1833","FR","1"
"215","01390","RANCE","01","4.86667","45.9667","FR","1"
"216","01290","GRIEGES","01","4.85","46.25","FR","1"
"217","01250","GRAND-CORENT","01","5.43333","46.2","FR","1"
"218","01430","OUTRIAZ","01","5.55","46.0667","FR","1"
"219","01470","MONTAGNIEU","01","5.46667","45.8","FR","1"
"220","01260","CHAMPAGNE-EN-VALROMEY","01","5.68333","45.9","FR","1"
"221","01330","AMBERIEUX-EN-DOMBES","01","4.9","46","FR","1"
"222","01120","LA BOISSE","01","5.03333","45.85","FR","1"
"223","01600","PARCIEUX","01","4.81667","45.9167","FR","1"
"224","01340","SAINT-DIDIER-D'AUSSIAT","01","5.06667","46.3","FR","1"
"225","01560","SAINT-NIZIER-LE-BOUCHOUX","01","5.15","46.45","FR","1"
"226","01480","ARS-SUR-FORMANS","01","4.81667","45.9833","FR","1"
"227","01350","ANGLEFORT","01","5.80833","45.9167","FR","1"
"228","01110","CORLIER","01","5.5","46.0333","FR","1"
"229","01210","FERNEY-VOLTAIRE","01","6.11667","46.25","FR","1"
"230","01500","SAINT-MAURICE-DE-REMENS","01","5.28333","45.95","FR","1"
"231","01320","CHATILLON-LA-PALUD","01","5.25","45.9667","FR","1"
"232","01340","SAINT-SULPICE","01","5.04167","46.3203","FR","1"
"233","01300","SAINT-BOIS","01","5.63333","45.7","FR","1"
"234","01300","VIRIGNIN","01","5.71667","45.7167","FR","1"
"235","01110","PREMILLIEU","01","5.56667","45.8667","FR","1"
"236","01090","GENOUILLEUX","01","4.78333","46.1167","FR","1"
"237","01190","REYSSOUZE","01","4.91667","46.4333","FR","1"
"238","01550","COLLONGES","01","5.9","46.1333","FR","1"
"239","01130","SAINT-GERMAIN-DE-JOUX","01","5.73333","46.1833","FR","1"
"240","01300","BREGNIER-CORDON","01","5.61667","45.65","FR","1"
"241","01310","SAINT-MARTIN-LE-CHATEL","01","5.11667","46.2833","FR","1"
"242","01300","MARIGNIEU","01","5.71667","45.8","FR","1"
"243","01130","LES NEYROLLES","01","5.63333","46.1333","FR","1"
"244","01400","SULIGNAT","01","4.96667","46.1667","FR","1"
"245","01370","BENY","01","5.28333","46.3333","FR","1"
"246","01200","INJOUX-GENISSIAT","01","5.78333","46.05","FR","1"
"247","01420","CHANAY","01","5.78333","46","FR","1"
"248","01400","CHATILLON-SUR-CHALARONNE","01","4.96667","46.1167","FR","1"
"249","01550","FARGES","01","5.91667","46.1667","FR","1"
"250","01450","SAINT-ALBAN","01","5.45","46.1","FR","1"
"251","01310","CURTAFOND","01","5.08333","46.2667","FR","1"
"252","01440","VIRIAT","01","5.21667","46.25","FR","1"
"253","01130","BELLEYDOUX","01","5.76667","46.25","FR","1"
"254","01380","BAGE-LE-CHATEL","01","4.93333","46.3","FR","1"
"255","01330","SAINTE-OLIVE","01","4.93333","46.0167","FR","1"
"256","01380","SAINT-GENIS-SUR-MENTHON","01","5.01667","46.2833","FR","1"
"257","01270","DOMSURE","01","5.3","46.4167","FR","1"
"258","01250","CHAVANNES-SUR-SURAN","01","5.41667","46.2667","FR","1"
"259","01160","PRIAY","01","5.28333","46","FR","1"
"260","01300","PEYRIEU","01","5.67751","45.6767","FR","1"
"261","01130","LALLEYRIAT","01","5.71667","46.15","FR","1"
"262","01630","SERGY","01","6","46.25","FR","1"
"263","01430","SAINT-MARTIN-DU-FRENE","01","5.55","46.1333","FR","1"
"264","01700","SAINT-MAURICE-DE-BEYNOST","01","4.96667","45.8333","FR","1"
"265","01240","SERVAS","01","5.16667","46.1333","FR","1"
"266","01300","CUZIEU","01","5.67445","45.8192","FR","1"
"267","01340","JAYAT","01","5.11667","46.3667","FR","1"
"268","01350","LAVOURS","01","5.76667","45.8","FR","1"
"269","01190","CHEVROUX","01","4.95","46.3833","FR","1"
"270","01350","POLLIEU","01","5.75","45.8","FR","1"
"271","01360","BELIGNEUX","01","5.11667","45.8667","FR","1"
"272","01260","BRENAZ","01","5.71667","45.95","FR","1"
"273","01470","BENONCES","01","5.48333","45.8333","FR","1"
"274","01640","SAINT-JEAN-LE-VIEUX","01","5.38917","46.0284","FR","1"
"275","01480","BEAUREGARD","01","4.75139","46.002","FR","1"
"276","01100","OYONNAX","01","5.66667","46.25","FR","1"
"277","01390","MIONNAY","01","4.93333","45.9","FR","1"
"278","01250","GERMAGNAT","01","5.45","46.3167","FR","1"
"279","01270","COLIGNY","01","5.35","46.3833","FR","1"
"280","01250","SIMANDRE-SUR-SURAN","01","5.41667","46.2167","FR","1"
"281","01400","L'ABERGEMENT-CLEMENCIAT","01","4.91667","46.15","FR","1"
"282","01560","LESCHEROUX","01","5.15","46.4","FR","1"
"283","01210","ORNEX","01","6.1","46.2833","FR","1"
"284","01380","DOMMARTIN","01","4.99167","46.3417","FR","1"
"285","01680","LOMPNAS","01","5.51667","45.8","FR","1"
"286","01500","BETTANT","01","5.36667","45.9333","FR","1"
"287","01510","ARMIX","01","5.58333","45.85","FR","1"
"288","01570","FEILLENS","01","4.88333","46.3333","FR","1"
"289","01510","CHAVORNAY","01","5.7","45.8833","FR","1"
"290","01630","CHALLEX","01","5.96667","46.1833","FR","1"
"291","01350","VONGNES","01","5.71667","45.8167","FR","1"
"292","01300","MAGNIEU","01","5.71667","45.7833","FR","1"
"293","01810","GROISSIAT","01","5.6","46.2167","FR","1"
"294","01400","DOMPIERRE-SUR-CHALARONNE","01","4.9","46.1333","FR","1"
"295","01120","MONTLUEL","01","5.05","45.85","FR","1"
"296","01130","LE POIZAT","01","5.7","46.15","FR","1"
"297","01110","HOSTIAZ","01","5.53333","45.9","FR","1"
"298","01200","MONTANGES","01","5.8","46.1667","FR","1"
"299","01150","SAINTE-JULIE","01","5.28333","45.8833","FR","1"
"300","01290","BEY","01","4.85","46.2167","FR","1"
"301","01580","SONTHONNAX-LA-MONTAGNE","01","5.53333","46.2333","FR","1"
"302","01660","MEZERIAT","01","5.03333","46.2333","FR","1"
"303","01810","BELLIGNAT","01","5.61667","46.25","FR","1"
"304","01390","SAINT-MARCEL","01","4.98723","45.9487","FR","1"
"305","01300","BELLEY","01","5.68333","45.7667","FR","1"
"306","01420","CORBONOD","01","5.81667","45.95","FR","1"
"307","01700","NEYRON","01","4.93223","45.8148","FR","1"
"308","01240","SAINT-PAUL-DE-VARAX","01","5.13333","46.1","FR","1"
"309","01370","PRESSIAT","01","5.38333","46.3333","FR","1"
"310","01300","CHAZEY-BONS","01","5.68333","45.8","FR","1"
"311","01560","SERVIGNAT","01","5.06667","46.4333","FR","1"
"312","01240","MARLIEUX","01","5.06667","46.0667","FR","1"
"313","01300","ANDERT-ET-CONDON","01","5.65","45.8","FR","1"
"314","01250","HAUTECOURT-ROMANECHE","01","5.41667","46.1583","FR","1"
"315","01620","CROTTET","01","4.9","46.2833","FR","1"
"316","01160","DRUILLAT","01","5.31667","46.0667","FR","1"
"317","01240","DOMPIERRE-SUR-VEYLE","01","5.2","46.0667","FR","1"
"318","01800","PEROUGES","01","5.18333","45.9","FR","1"
"319","01800","RIGNIEUX-LE-FRANC","01","5.18333","45.9333","FR","1"
"320","01130","GIRON","01","5.76667","46.2333","FR","1"
"321","01450","CERDON","01","5.46667","46.0833","FR","1"
"322","01290","CRUZILLES-LES-MEPILLAT","01","4.88333","46.2167","FR","1"
"323","01410","LELEX","01","5.95","46.3","FR","1"
"324","01420","LHOPITAL","01","5.77834","46.0217","FR","1"
"325","01170","SEGNY","01","6.08333","46.3","FR","1"
"326","01510","CHEIGNIEU-LA-BALME","01","5.61667","45.8333","FR","1"
"327","01150","SAINT-VULBAS","01","5.28333","45.8333","FR","1"
"328","01130","ECHALLON","01","5.74139","46.21","FR","1"
"329","01800","LE MONTELLIER","01","5.06667","45.9333","FR","1"
"330","01810","MARTIGNAT","01","5.6","46.2167","FR","1"
"331","01250","CEYZERIAT","01","5.31667","46.1667","FR","1"
"332","01310","MONTCET","01","5.11667","46.2","FR","1"
"333","01540","VONNAS","01","5","46.2167","FR","1"
"334","01310","BUELLAS","01","5.13333","46.2","FR","1"
"335","01190","SAINT-BENIGNE","01","4.96667","46.4333","FR","1"
"336","01430","CHEVILLARD","01","5.58333","46.1167","FR","1"
"337","01330","BOULIGNEUX","01","5","46.0167","FR","1"
"338","01300","CONTREVOZ","01","5.63333","45.8","FR","1"
"339","01110","CHAMPDOR","01","5.6","46.0167","FR","1"
"340","01460","PORT","01","5.56667","46.1667","FR","1"
"341","01420","SURJOUX","01","5.8","46.0167","FR","1"
"342","01410","CHAMPFROMIER","01","5.81667","46.2","FR","1"
"343","01570","VESINES","01","4.86667","46.35","FR","1"
"344","01470","SEILLONNAZ","01","5.48333","45.8","FR","1"
"345","01160","VARAMBON","01","5.31667","46.0333","FR","1"
"346","01260","LE GRAND-ABERGEMENT","01","5.66667","46.0333","FR","1"
"347","01480","JASSANS-RIOTTIER","01","4.75","45.9833","FR","1"
"348","01570","ASNIERES-SUR-SAONE","01","4.88333","46.3833","FR","1"
"349","01430","CONDAMINE","01","5.56667","46.1167","FR","1"
"350","01680","LHUIS","01","5.53333","45.75","FR","1"
"351","01400","ROMANS","01","5.03333","46.1167","FR","1"
"352","01120","PIZAY","01","5.08333","45.8833","FR","1"
"353","01240","CERTINES","01","5.26667","46.1333","FR","1"
"354","01260","RUFFIEU","01","5.66667","46","FR","1"
"355","01800","MEXIMIEUX","01","5.2","45.9","FR","1"
"356","01230","SAINT-RAMBERT-EN-BUGEY","01","5.43333","45.95","FR","1"
"357","01500","AMBRONAY","01","5.35","46","FR","1"
"358","01250","CIZE","01","5.43333","46.2","FR","1"
"359","01240","SAINT-GERMAIN-SUR-RENON","01","5.05","46.0833","FR","1"
"360","01320","VILLETTE-SUR-AIN","01","5.26862","45.9884","FR","1"
"361","01120","DAGNEUX","01","5.06667","45.85","FR","1"
"362","01190","BOISSEY","01","5","46.3833","FR","1"
"363","01270","SALAVRE","01","5.35","46.3667","FR","1"
"364","01460","BRION","01","5.55251","46.1728","FR","1"
"365","01450","LABALME","01","5.48333","46.1","FR","1"
"366","01220","SAUVERNY","01","6.11667","46.3167","FR","1"
"367","01090","MONTCEAUX","01","4.8","46.1","FR","1"
"368","01110","BRENOD","01","5.6","46.0667","FR","1"
"369","01600","MISERIEUX","01","4.81667","45.9833","FR","1"
"370","01280","PREVESSIN-MOENS","01","6.08333","46.25","FR","1"
"371","01240","LENT","01","5.2","46.1167","FR","1"
"372","01340","MARSONNAS","01","5.06667","46.3333","FR","1"
"373","01570","MANZIAT","01","4.9","46.35","FR","1"
"374","01600","TREVOUX","01","4.76667","45.9333","FR","1"
"375","01200","BELLEGARDE-SUR-VALSERINE","01","5.81667","46.1","FR","1"
"376","01000","BOURG-EN-BRESSE","01","5.21667","46.2","FR","1"
"377","01200","CONFORT","01","5.81667","46.15","FR","1"
"378","01000","SAINT-DENIS-LES-BOURG","01","5.2","46.2","FR","1"
"379","01300","MASSIGNIEU-DE-RIVES","01","5.76667","45.75","FR","1"
"380","01140","SAINT-ETIENNE-SUR-CHALARONNE","01","4.86667","46.15","FR","1"
"381","01250","BOHAS-MEYRIAT-RIGNAT","01","5.4","46.1333","FR","1"
"382","01170","CHEVRY","01","6.03333","46.2833","FR","1"
"383","01480","FAREINS","01","4.76667","46.0167","FR","1"
"384","01190","GORREVOD","01","4.95","46.4167","FR","1"
"385","01140","VALEINS","01","4.86667","46.1167","FR","1"
"386","01430","VIEU-D'IZENAVE","01","5.53333","46.0833","FR","1"
"387","01600","TOUSSIEUX","01","4.83333","45.9667","FR","1"
"388","01190","ARBIGNY","01","4.96667","46.4667","FR","1"
"389","01340","MALAFRETAZ","01","5.15","46.3167","FR","1"
"390","01580","SAMOGNAT","01","5.58333","46.25","FR","1"
"391","01340","CRAS-SUR-REYSSOUZE","01","5.16667","46.3","FR","1"
"392","01480","MESSIMY-SUR-SAONE","01","4.76473","46.0484","FR","1"
"393","01550","POUGNY","01","5.95","46.1333","FR","1"
"394","01400","SANDRANS","01","4.98333","46.0667","FR","1"
"395","01290","PONT-DE-VEYLE","01","4.88333","46.2667","FR","1"
"396","01170","MIJOUX","01","6","46.3667","FR","1"
"397","01630","SAINT-JEAN-DE-GONVILLE","01","5.95","46.2167","FR","1"
"398","01240","SAINT-ANDRE-LE-BOUCHOUX","01","5.08333","46.1167","FR","1"
"399","01990","CHANEINS","01","4.85","46.1","FR","1"
"400","01800","JOYEUX","01","5.1","45.95","FR","1"
"401","01390","TRAMOYES","01","4.96667","45.8667","FR","1"
"402","01290","BIZIAT","01","4.93333","46.2167","FR","1"
"403","01430","IZENAVE","01","5.53333","46.0333","FR","1"
"404","01260","BELMONT-LUTHEZIEU","01","5.66167","45.8795","FR","1"
"405","01100","ARBENT","01","5.68333","46.3","FR","1"
"406","01260","SUTRIEU","01","5.65","45.95","FR","1"
"407","01470","SERRIERES-DE-BRIORD","01","5.45445","45.8081","FR","1"
"408","01110","ARANC","01","5.5","46","FR","1"
"409","01230","CHALEY","01","5.53333","45.95","FR","1"
"410","01560","CURCIAT-DONGALON","01","5.15","46.4667","FR","1"
"411","01360","LOYETTES","01","5.2","45.7667","FR","1"
"412","01170","GEX","01","6.06667","46.3333","FR","1"
"413","01560","COURTES","01","5.1","46.4667","FR","1"
